Sensor Name,Sensor Type,Timestamp,Temperature,Humidity,Dew Point,Heat Index,Feels Like,Wind Chill,Barometric Pressure,Accumulated Rain,Wind Speed,Wind Average,Wind Direction,Wired Sensor Temperature,Wired Sensor Humidity,Soil & Liquid Temperature,Water Detected
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:15,81,49,60,82,80.3,81,30.24,0,7,5,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:20,81.7,48,60,82,81.1,82,30.24,0,7,5,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:25,83,46,60,83,84,83,30.24,0,4,5,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:30,82.1,46,59,82,82.3,82,30.24,0,5,5,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:35,82.6,48,61,83,83.4,83,30.24,0,6,4,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:40,81.4,48,60,82,80.7,81,30.23,0,7,4,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:45,80.7,49,60,81,81.6,81,30.23,0,4,5,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:50,80.5,50,60,81,80.4,81,30.23,0,6,5,293,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 16:55,79.9,50,60,81,80.2,80,30.23,0,8,6,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:00,79.9,50,60,81,80.2,80,30.23,0,5,6,293,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:05,79,50,59,79,78.4,79,30.23,0,5,6,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:10,79,51,59,79,80.9,79,30.23,0,0,5,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:15,78.8,51,59,79,80.6,79,30.23,0,3,3,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:20,78.8,50,59,79,80.4,79,30.23,0,4,3,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:25,79,50,59,79,80.1,79,30.24,0,2,3,315,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:30,78.4,51,59,78,79.5,78,30.25,0,3,3,338,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:35,78.4,51,59,78,79,78,30.25,0,7,4,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:40,78.5,51,59,78,80.8,79,30.25,0,1,3,315,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:45,78.5,50,58,78,80,79,30.26,0,2,3,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:50,78.3,51,59,78,78.8,78,30.26,0,4,3,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 17:55,77.8,53,59,78,80.8,78,30.26,0,0,2,338,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:00,74,63,61,74,73,74,30.27,0,8,3,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:05,70.3,71,60,70,72.1,70,30.27,0,4,3,23,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:10,,,,,,,30.26,0,3,4,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:15,69,76,61,69,70.4,69,30.26,0,4,4,68,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:20,69,79,62,69,72.6,69,30.27,0,1,3,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:25,68.4,81,62,69,71.5,68,30.27,0,3,2,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:30,68.4,83,63,69,72.9,68,30.28,0.01,0,2,68,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:35,68.4,83,63,69,72.3,68,30.27,0.02,1,1,338,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:40,67.8,86,63,68,71.9,68,30.28,0.05,1,1,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:45,67.6,86,63,68,72.2,68,30.28,0.05,0,1,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:50,68.1,85,63,69,72.7,68,30.27,0.06,1,1,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 18:55,67.5,86,63,68,72,68,30.26,0.06,1,1,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:00,66.9,86,63,67,70,67,30.25,0.06,2,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:05,67.8,86,63,68,71.9,68,30.25,0.06,1,1,68,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:10,66.9,88,63,67,71.4,67,30.26,0.06,0,1,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:15,66.5,91,64,67,71.1,67,30.26,0.06,0,1,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:20,66.6,91,64,67,70.7,67,30.26,0.06,1,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:25,67.6,88,64,68,72.4,68,30.26,0.06,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:30,67.1,88,63,68,71.2,67,30.26,0.06,1,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:35,68.4,86,64,69,72.7,68,30.26,0.06,1,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:40,67.8,86,63,68,71.9,68,30.26,0.06,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:45,67.6,88,64,68,72.4,68,30.26,0.06,0,0,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:50,67.3,88,64,68,72,67,30.26,0.06,0,0,23,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 19:55,66.9,90,64,68,71.7,67,30.26,0.06,0,0,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:00,65.8,93,64,66,70.2,66,30.27,0.06,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:05,65.8,93,64,66,70.2,66,30.26,0.06,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:10,65.6,93,64,66,69.3,66,30.27,0.06,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:15,66.1,91,63,67,70.6,66,30.26,0.06,1,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:20,65.2,93,63,66,69.3,65,30.26,0.06,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:25,65.2,93,63,66,69.3,65,30.26,0.07,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:30,64.6,96,63,65,68.5,65,30.26,0.07,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:35,64.4,96,63,65,68.2,64,30.26,,0,0,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:40,64.4,96,63,65,68.2,64,30.26,0.07,0,0,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:45,66.1,91,63,67,70.6,66,30.26,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:50,65.5,93,63,66,69.7,66,30.25,0.07,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 20:55,64.9,93,63,65,68.3,65,30.25,0.07,1,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:00,64.4,95,63,65,68.2,64,30.26,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:05,64.1,96,63,65,67.8,64,30.26,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:10,63.9,95,62,64,67.5,64,30.26,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:15,63.6,96,62,64,67.1,64,30.26,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:20,63.4,98,63,64,66.8,63,30.26,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:25,63.2,98,63,64,66.6,63,30.26,,0,0,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:30,63,98,62,64,66.3,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:35,63,98,62,64,66.3,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:40,63,98,62,64,66.3,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:45,63,98,62,64,66.3,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:50,63,98,62,64,66.3,63,30.28,0.07,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 21:55,62.7,98,62,63,65.9,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:00,63,98,62,64,66.3,63,30.28,0.07,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:05,63,98,62,64,66.3,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:10,63,98,62,64,66.3,63,30.28,0.07,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:15,63,98,62,64,66.3,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:20,62.7,98,62,63,65.9,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:25,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:30,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:35,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:40,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:45,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:50,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 22:55,62.5,98,62,63,65.6,63,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:00,,,,,,,30.28,0.07,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:05,62.7,98,62,63,65.9,63,30.28,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:10,62.7,98,62,63,65.9,63,30.27,,0,0,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:15,62.5,98,62,63,65.6,63,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:20,62.4,98,62,63,65.5,62,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:25,62.2,98,62,63,65.2,62,30.27,0.07,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:30,62.1,98,62,63,65.1,62,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:35,61.9,98,61,62,64.8,62,30.27,0.07,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:40,61.7,98,61,62,64.5,62,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:45,61.5,98,61,62,64.2,62,30.27,0.07,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:50,61.3,98,61,62,64,61,30.27,0.07,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/19/17 23:55,61.1,98,61,62,63.7,61,30.27,0.07,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:00,61.1,98,61,62,62.6,61,30.27,0,2,0,68,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:05,61.1,98,61,62,63.7,61,30.27,0,1,1,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:10,61.5,98,61,62,63.1,62,30.27,0,2,1,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:15,61.5,98,61,62,63.7,62,30.27,,1,1,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:20,61.3,98,61,62,64,61,30.27,0,0,1,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:25,61.5,98,61,62,63.1,62,30.26,0,3,1,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:30,61.5,98,61,62,63.7,62,30.26,0,2,1,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:35,62.1,98,62,63,65.1,62,30.25,0,0,1,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:40,61.9,98,61,62,64.8,62,30.26,0,0,2,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:45,61.5,98,61,62,64.2,62,30.26,0,0,1,23,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:50,61.1,98,61,62,63.7,61,30.26,0,0,1,23,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 0:55,61,98,60,61,63.6,61,30.26,0,0,0,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:00,60.7,98,60,61,63.2,61,30.26,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:05,60.7,98,60,61,63.2,61,30.26,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:10,60.5,98,60,61,62.9,61,30.26,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:15,60.7,98,60,61,63.2,61,30.26,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:20,60.5,98,60,61,62.9,61,30.25,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:25,60.5,98,60,61,62.9,61,30.25,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:30,60,98,59,60,62.2,60,30.25,0,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:35,59.9,98,59,60,62.1,60,30.25,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:40,59.7,98,59,60,61.8,60,30.25,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:45,59.4,98,59,60,61.4,59,30.25,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:50,59.2,98,59,59,61.2,59,30.25,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 1:55,59.2,98,59,59,61.2,59,30.25,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:00,59,98,58,59,60.9,59,30.25,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:05,58.8,98,58,59,60.6,59,30.24,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:10,58.5,98,58,59,60.2,59,30.24,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:15,58.5,98,58,59,60.2,59,30.24,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:20,58.4,98,58,59,60.1,58,30.24,0,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:25,58.4,98,58,59,60.1,58,30.23,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:30,58.2,98,58,58,59.8,58,30.23,0,0,0,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:35,58,98,57,58,59.6,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:40,57.7,98,57,58,59.2,58,30.23,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:45,57.7,98,57,58,59.2,58,30.23,0,0,0,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:50,57.5,98,57,58,58.9,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 2:55,57.5,98,57,58,58.9,58,30.23,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:00,57.3,98,57,57,58.7,57,30.23,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:05,57.3,98,57,57,58.7,57,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:10,57.5,98,57,58,58.9,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:15,57.5,98,57,58,58.9,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:20,57.5,98,57,58,58.9,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:25,57.7,98,57,58,59.2,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:30,57.7,98,57,58,59.2,58,30.23,0,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:35,58,98,57,58,59.6,58,30.23,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:40,57.8,98,57,58,59.3,58,30.22,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:45,58,98,57,58,59.6,58,30.23,0,0,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:50,58,98,57,58,59.6,58,30.23,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 3:55,58.2,98,58,58,59.8,58,30.23,0,0,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:00,58.2,98,58,58,59.8,58,30.22,,0,0,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:05,58.4,98,58,59,60.1,58,30.22,0,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:10,58.4,98,58,59,60.1,58,30.22,0,0,0,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:15,58.4,98,58,59,60.1,58,30.23,0,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:20,59,98,58,59,60.9,59,30.22,0,0,0,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:25,59.2,98,59,59,61.2,59,30.22,0,0,0,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:30,59.4,98,59,60,60.3,59,30.22,0,2,0,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:35,59.7,98,59,60,61.8,60,30.22,0,0,0,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:40,60.2,98,60,61,62.5,60,30.22,0,0,0,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:45,61.3,98,61,62,64,61,30.22,0,2,0,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:50,61.7,98,61,62,63.9,62,30.22,0,1,0,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 4:55,,,,,,,30.21,0,1,1,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:00,62.1,98,62,63,64.5,62,30.21,0,1,1,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:05,62.5,96,61,63,65,63,30.21,0,0,1,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:10,63.2,93,61,64,66.6,63,30.21,0,0,1,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:15,63,95,62,63,66.3,63,30.21,0,0,1,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:20,63,95,62,63,66.3,63,30.21,0,0,1,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:25,63,93,61,63,65.7,63,30.2,0,2,1,23,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:30,63.6,91,61,64,67.1,64,30.2,0,0,1,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:35,63.4,93,61,64,65.7,63,30.2,0,2,1,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:40,63.4,91,61,64,66.3,63,30.2,0,1,2,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:45,63.6,91,61,64,66,64,30.2,0,2,2,0,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:50,63.9,91,61,64,66.4,64,30.2,0,2,2,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 5:55,63.9,91,61,64,64.7,64,30.2,0,5,2,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:00,63.9,91,61,64,67,64,30.2,0,1,2,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:05,63.6,91,61,64,66,64,30.2,0,1,2,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:10,63.9,91,61,64,65.8,64,30.19,,3,3,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:15,63.9,91,61,64,65.3,64,30.19,0,4,3,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:20,64.4,91,62,65,66.5,64,30.19,0,3,3,293,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:25,64.4,91,62,65,67.6,64,30.19,0,2,3,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:30,64.6,90,62,65,67.4,65,30.19,0,5,3,315,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:35,64.8,90,62,65,66.5,65,30.19,0,1,3,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:40,64.8,90,62,65,67.1,65,30.19,0,3,4,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:45,64.8,90,62,65,64.3,65,30.19,0,8,4,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:50,64.8,88,61,65,65.1,65,30.19,0,6,4,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 6:55,65,88,61,65,64.8,65,30.19,0,7,5,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:00,65.2,86,61,65,66.6,65,30.2,0,6,5,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:05,65.5,86,61,66,65.8,66,30.19,0,11,6,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:10,65.5,86,61,66,63,65,30.2,0,11,6,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:15,65.2,86,61,65,66.6,65,30.19,0,4,5,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:20,65.5,86,61,66,67.5,66,30.19,0,3,4,135,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:25,65.6,85,61,66,67.5,66,30.19,0,2,5,338,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:30,66.1,83,61,66,68,66,30.19,0,2,5,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:35,66.4,83,61,67,68.4,66,30.19,0,3,5,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:40,66.6,83,61,67,67,67,30.19,0,6,4,45,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:45,66.9,81,61,67,68.8,67,30.19,0,2,4,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:50,67.1,81,61,67,64.6,67,30.2,0,11,5,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 7:55,67.5,81,61,68,66.8,68,30.19,0,8,5,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:00,67.8,81,62,68,68.9,68,30.19,,5,6,,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:05,68,80,62,68,70.2,68,30.19,0,3,6,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:10,68.1,80,62,68,70.3,68,30.19,0,6,5,0,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:15,68.4,79,62,69,70,68,30.19,0,4,4,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:20,69,76,61,69,69.3,69,30.19,0,2,4,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:25,69.8,75,62,70,68,70,30.19,0,10,5,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:30,70,75,62,70,68.9,70,30.19,0,4,6,203,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:35,70.3,74,62,71,70.2,70,30.19,0,13,7,0,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:40,70.5,73,61,71,72.1,71,30.19,0,4,6,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:45,71,71,61,71,69.6,71,30.19,0,9,5,90,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:50,70.6,71,61,71,69.6,71,30.19,0,3,5,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 8:55,71.4,70,61,72,72.3,71,30.18,0,10,6,270,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:00,71.9,70,62,72,74.6,72,30.18,0,2,5,23,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:05,72.5,68,61,73,74.6,73,30.18,0,3,5,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:10,72.1,69,61,72,74.2,72,30.18,0,3,4,248,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:15,73,65,61,73,74.2,73,30.18,0,4,5,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:20,73.8,65,61,74,74.2,74,30.18,0,7,6,225,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:25,74.3,63,61,74,73.4,74,30.18,0,7,6,158,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:30,,,,,,,30.18,0,5,6,180,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:35,74.6,63,61,75,71.6,75,30.17,0,12,6,113,,,,
5-in-1 Weather Station,5-in-1 Weather Station,4/20/17 9:40,74,63,61,74,74.7,74,30.17,0,3,6,203,,,,
